Order_ID,Customer_ID,Order_Amount,Order_Date,Order_Status,Product,Payment_Method,Quantity
CUST-QDICCK,CUST-IXUGVN,38,2025-05-29,Cancelled,TV + Internet Bundle,Direct Debit,3
CUST-DUQGQK,CUST-ITUGIR,28,2025-05-30,Pending,VoIP Service,Credit Card,2
CUST-WDROMV,CUST-IHTTWQ,101,2025-05-31,Pending,TV + Internet Bundle,Direct Debit,3
CUST-OLNACY,CUST-UNYFEH,73,2025-06-01,Cancelled,Fiber 500 Mbps,Credit Card,2
CUST-VYRDKK,CUST-DBCXZG,128,2025-06-02,Cancelled,Fiber 1 Gbps,PayPal,1
CUST-EYCLEU,CUST-PLXEDI,136,2025-06-03,Completed,Fiber 500 Mbps,Credit Card,2
CUST-DBIGUF,CUST-FSZTAW,108,2025-06-04,Completed,VoIP Service,Credit Card,3
CUST-FWSWDW,CUST-BIVXZS,28,2025-06-05,Completed,VoIP Service,Direct Debit,2
CUST-KKDVPW,CUST-AZTRMJ,140,2025-06-06,Completed,TV + Internet Bundle,Direct Debit,4
CUST-EHGNDU,CUST-RMKAGA,109,2025-06-07,Cancelled,Mobile Unlimited,Credit Card,3
CUST-YFPTYQ,CUST-OAEFXF,31,2025-06-08,Cancelled,Mobile Unlimited,Direct Debit,2
CUST-NPDVHU,CUST-EEBGRX,97,2025-06-09,Pending,VoIP Service,PayPal,3
CUST-FSJTOW,CUST-NWOXAQ,43,2025-06-10,Pending,TV + Internet Bundle,Credit Card,3
CUST-CNPDPM,CUST-XOVPIH,121,2025-06-11,Pending,Fiber 1 Gbps,PayPal,4
CUST-QQVOZM,CUST-AVTXAG,139,2025-06-12,Completed,Fiber 500 Mbps,Direct Debit,4
CUST-XZBJGC,CUST-CXRNKY,41,2025-06-13,Pending,Fiber 1 Gbps,PayPal,2
CUST-TJZWFQ,CUST-UNYUIR,140,2025-06-14,Pending,Fiber 1 Gbps,Direct Debit,3
CUST-PGGXCT,CUST-URPHGZ,55,2025-06-15,Completed,Fiber 1 Gbps,Credit Card,2
CUST-OYBJSK,CUST-VMJJZX,92,2025-06-16,Cancelled,Mobile Unlimited,PayPal,2
CUST-MMWKYG,CUST-JXAFMH,109,2025-06-17,Pending,Fiber 500 Mbps,PayPal,1
CUST-RWJGSY,CUST-VDOXYT,61,2025-06-18,Pending,Fiber 1 Gbps,Credit Card,4
CUST-MYTSR0,CUST-ASMOPP,147,2025-06-19,Cancelled,Fiber 500 Mbps,Credit Card,3
CUST-CJCKUS,CUST-LTXPIN,88,2025-06-20,Pending,VoIP Service,Credit Card,2
CUST-FVHXLJ,CUST-RCXLSW,130,2025-06-21,Completed,Mobile Unlimited,Credit Card,2
CUST-EYEDZP,CUST-MBGHAU,71,2025-06-22,Cancelled,VoIP Service,Direct Debit,1
CUST-ARBEAA,CUST-PXKUMZ,134,2025-06-23,Pending,Mobile Unlimited,Credit Card,3
CUST-ADJFZP,CUST-SYEZYZ,98,2025-06-24,Pending,TV + Internet Bundle,Direct Debit,2
CUST-ZTUPJS,CUST-QJXXNX,39,2025-06-25,Cancelled,Fiber 500 Mbps,PayPal,2
CUST-FLFDUR,CUST-DCEHRQ,78,2025-06-26,Completed,Fiber 500 Mbps,PayPal,1
CUST-FLNTSK,CUST-QHIKHK,72,2025-06-27,Cancelled,Fiber 500 Mbps,Direct Debit,3
CUST-NBQBGF,CUST-MDWCMT,134,2025-06-28,Cancelled,TV + Internet Bundle,Credit Card,2
CUST-ISIPHW,CUST-WWRAUT,91,2025-06-29,Pending,TV + Internet Bundle,Credit Card,3
CUST-RVCIEQ,CUST-QZAVXJ,143,2025-06-30,Cancelled,TV + Internet Bundle,Direct Debit,2
CUST-ITOYGL,CUST-OOEKPO,80,2025-07-01,Pending,Fiber 500 Mbps,Credit Card,4
CUST-FAOLQJ,CUST-TCORWE,25,2025-07-02,Completed,VoIP Service,PayPal,2
CUST-KGHAPO,CUST-MDJJFP,29,2025-07-03,Cancelled,TV + Internet Bundle,Direct Debit,2
CUST-RCJIYS,CUST-ZELJWU,59,2025-07-04,Pending,Mobile Unlimited,PayPal,1
CUST-SMZIBI,CUST-CRVNWM,33,2025-07-05,Completed,TV + Internet Bundle,Direct Debit,4
CUST-VWDIQB,CUST-XWKZAX,44,2025-07-06,Completed,Fiber 1 Gbps,Direct Debit,4
CUST-IQOUEM,CUST-RBSQJY,36,2025-07-07,Completed,Fiber 500 Mbps,PayPal,2
CUST-LYEAJB,CUST-FUKKFG,116,2025-07-08,Cancelled,VoIP Service,PayPal,1
CUST-XZLVYX,CUST-AGWDZW,86,2025-07-09,Cancelled,Fiber 500 Mbps,PayPal,4
CUST-SJPXNV,CUST-BSWULD,107,2025-07-10,Cancelled,TV + Internet Bundle,Direct Debit,4
CUST-DJOLSA,CUST-YLGFWS,51,2025-07-11,Cancelled,TV + Internet Bundle,PayPal,2
CUST-HPHCVC,CUST-NAHFVZ,134,2025-07-12,Completed,TV + Internet Bundle,Credit Card,3
CUST-CSROQX,CUST-YLGFWS,119,2025-07-13,Completed,Fiber 1 Gbps,PayPal,4
CUST-MTJGBM,CUST-YTQGXK,40,2025-07-14,Completed,Fiber 1 Gbps,Direct Debit,1
CUST-XEFRZZ,CUST-XSJAAL,37,2025-07-15,Pending,TV + Internet Bundle,Credit Card,2
CUST-QYBDRD,CUST-ZWFYMS,52,2025-07-16,Completed,Mobile Unlimited,Credit Card,2
CUST-PZQLAA,CUST-WTDDJW,118,2025-07-17,Pending,Mobile Unlimited,Credit Card,1
CUST-UILVAK,CUST-KJWNWH,109,2025-07-18,Pending,Mobile Unlimited,Credit Card,3
CUST-FCIBFD,CUST-YCNWDU,91,2025-07-19,Completed,Mobile Unlimited,Direct Debit,4
CUST-PKWZUS,CUST-LUXHPK,72,2025-07-20,Cancelled,VoIP Service,Credit Card,1
CUST-GNQMJD,CUST-MDBFBA,134,2025-07-21,Cancelled,TV + Internet Bundle,Credit Card,4
CUST-OMFXJU,CUST-PHAQMD,89,2025-07-22,Cancelled,Fiber 1 Gbps,PayPal,2
CUST-EGOYVH,CUST-THKGFA,25,2025-07-23,Completed,VoIP Service,Direct Debit,3
CUST-SFAXWD,CUST-XDMPUD,88,2025-07-24,Cancelled,VoIP Service,PayPal,2
CUST-MSWHKL,CUST-GSWURI,137,2025-07-25,Cancelled,Fiber 500 Mbps,PayPal,2
CUST-FZGLTI,CUST-WHAKCY,56,2025-07-26,Completed,Fiber 1 Gbps,Credit Card,1
CUST-KMWZXH,CUST-BDBPAG,42,2025-07-27,Completed,TV + Internet Bundle,PayPal,3
CUST-ALILHN,CUST-YAHBTE,123,2025-07-28,Cancelled,Mobile Unlimited,Direct Debit,4
CUST-WXVWXC,CUST-QCTBWO,123,2025-07-29,Completed,TV + Internet Bundle,Credit Card,1
CUST-MIXHIB,CUST-NANNCD,55,2025-07-30,Pending,Fiber 1 Gbps,Credit Card,4
CUST-JGJQNX,CUST-BVHVQR,91,2025-07-31,Cancelled,Mobile Unlimited,Direct Debit,2
CUST-IHTYNN,CUST-ENIBRB,111,2025-08-01,Cancelled,Fiber 500 Mbps,Credit Card,4
CUST-TESBVQ,CUST-KTLVBE,65,2025-08-02,Pending,Fiber 500 Mbps,PayPal,2
CUST-DWPNVB,CUST-YUBLAQ,103,2025-08-03,Pending,Mobile Unlimited,PayPal,2
CUST-HXQUWI,CUST-HRYFVC,21,2025-08-04,Completed,VoIP Service,Direct Debit,4
CUST-NEGJJV,CUST-DHRXZG,140,2025-08-05,Completed,TV + Internet Bundle,PayPal,2
CUST-JVQKEG,CUST-WHAKCY,65,2025-08-06,Completed,Fiber 500 Mbps,PayPal,1
CUST-XKEXHJ,CUST-LGEKUC,114,2025-08-07,Completed,Fiber 500 Mbps,PayPal,4
CUST-KXFIEC,CUST-TYEIMG,134,2025-08-08,Completed,Fiber 1 Gbps,Direct Debit,4
CUST-Q0LJBI,CUST-LBLNML,31,2025-08-09,Cancelled,Fiber 500 Mbps,Credit Card,1
CUST-KBRCEG,CUST-MB0ZPM,114,2025-08-10,Pending,Fiber 500 Mbps,PayPal,4
CUST-KVECYH,CUST-GSMMUO,53,2025-08-11,Cancelled,VoIP Service,Direct Debit,3
CUST-FHUBCQ,CUST-ECEQVP,122,2025-08-12,Completed,Mobile Unlimited,Direct Debit,3
CUST-SCAIWU,CUST-DTNBYJ,73,2025-08-13,Cancelled,VoIP Service,Credit Card,1
CUST-HBSFEJ,CUST-HPPBTX,123,2025-08-14,Cancelled,Mobile Unlimited,PayPal,2
CUST-NYWUSP,CUST-SOSHLN,32,2025-08-15,Cancelled,TV + Internet Bundle,PayPal,1
CUST-WKSLKP,CUST-GUOVKX,133,2025-08-16,Completed,VoIP Service,PayPal,2
CUST-UBFDJU,CUST-MGPXOM,131,2025-08-17,Completed,VoIP Service,Credit Card,3
CUST-WXZUVQ,CUST-KODHFY,138,2025-08-18,Cancelled,TV + Internet Bundle,Credit Card,3
CUST-XHGUUZ,CUST-AXUZAC,106,2025-08-19,Cancelled,Fiber 1 Gbps,Direct Debit,1
CUST-DABMUY,CUST-YAHBTE,99,2025-08-20,Cancelled,Fiber 1 Gbps,Direct Debit,3
CUST-KQAFWF,CUST-IBSMEN,78,2025-08-21,Pending,Mobile Unlimited,Credit Card,4
CUST-LBPZGN,CUST-FMVDWA,87,2025-08-22,Pending,VoIP Service,Credit Card,1
CUST-PJBKIL,CUST-BYOGRN,85,2025-08-23,Completed,TV + Internet Bundle,Direct Debit,2
CUST-NJPEUR,CUST-GWVHTV,68,2025-08-24,Cancelled,Fiber 1 Gbps,Credit Card,3
CUST-PGJVUP,CUST-GLXSEC,58,2025-08-25,Completed,Mobile Unlimited,PayPal,1
CUST-FUSNVD,CUST-HUZNHA,101,2025-08-26,Cancelled,Mobile Unlimited,PayPal,4
CUST-GXSQWN,CUST-ORAMDR,97,2025-08-27,Completed,VoIP Service,Credit Card,2
CUST-FEZREI,CUST-YIKVOH,90,2025-08-28,Pending,VoIP Service,PayPal,2
CUST-YJGTLP,CUST-LFRXOC,33,2025-08-29,Cancelled,TV + Internet Bundle,Credit Card,2
CUST-MSZQXQ,CUST-GKDBUO,147,2025-08-30,Pending,Fiber 1 Gbps,Direct Debit,3
CUST-XATTZX,CUST-VHGQYQ,24,2025-08-31,Cancelled,Fiber 500 Mbps,Credit Card,4
CUST-UGJEVD,CUST-CESZBM,83,2025-09-01,Pending,TV + Internet Bundle,Direct Debit,1
CUST-VLKQTO,CUST-TFSTTN,65,2025-09-02,Cancelled,Mobile Unlimited,PayPal,4
CUST-KXAACI,CUST-ETTPKF,134,2025-09-03,Completed,TV + Internet Bundle,Credit Card,3
CUST-HZZOHB,CUST-QFCPBF,120,2025-09-04,Pending,Fiber 1 Gbps,PayPal,1
CUST-UKAVDL,CUST-LMOAQJ,43,2025-09-05,Pending,Mobile Unlimited,PayPal,2
CUST-AANPVZ,CUST-ZAZFRJ,40,2025-09-06,Completed,Fiber 1 Gbps,Credit Card,4
CUST-AEXSBZ,CUST-UNYUIR,31,2025-09-07,Completed,VoIP Service,PayPal,2
CUST-YVZZHN,CUST-QFCPBF,21,2025-09-08,Completed,Fiber 500 Mbps,PayPal,1
CUST-ZPXWIQ,CUST-THKGFA,143,2025-09-09,Pending,Fiber 1 Gbps,Direct Debit,1
CUST-CWMEHB,CUST-ILFPOV,143,2025-09-10,Pending,Mobile Unlimited,Credit Card,4
CUST-WPGUMF,CUST-HBFRYF,123,2025-09-11,Completed,Fiber 1 Gbps,Credit Card,4
CUST-AGZYUQ,CUST-UHVSCI,25,2025-09-12,Cancelled,Mobile Unlimited,Credit Card,3
CUST-ARWOZY,CUST-KXTAXT,141,2025-09-13,Pending,TV + Internet Bundle,PayPal,1
CUST-AAMZGD,CUST-GBVNSG,127,2025-09-14,Completed,VoIP Service,PayPal,1
CUST-VIKLEY,CUST-COZPTL,73,2025-09-15,Pending,TV + Internet Bundle,Credit Card,4
CUST-XWWTYG,CUST-DKUZEJ,137,2025-09-16,Pending,VoIP Service,Credit Card,2
CUST-AMTQXY,CUST-GBHHNI,109,2025-09-17,Pending,VoIP Service,Credit Card,4
CUST-GYBLKV,CUST-UDVHKX,72,2025-09-18,Cancelled,Mobile Unlimited,Direct Debit,4
CUST-JAPPDT,CUST-GBVNSG,21,2025-09-19,Cancelled,Fiber 1 Gbps,PayPal,1
CUST-ELHQXJ,CUST-TMWVFN,100,2025-09-20,Pending,Fiber 500 Mbps,Direct Debit,1
CUST-GCOUJS,CUST-IOWJHS,111,2025-09-21,Pending,Fiber 500 Mbps,Credit Card,1
CUST-PHIJZP,CUST-IJJTON,61,2025-09-22,Completed,TV + Internet Bundle,Direct Debit,4
CUST-QHJBQT,CUST-SSUBQM,65,2025-09-23,Completed,Fiber 500 Mbps,PayPal,4
CUST-ULIDIM,CUST-UUTJQI,35,2025-09-24,Completed,VoIP Service,Direct Debit,2
CUST-NJSWJE,CUST-RDXCCI,97,2025-09-25,Cancelled,Fiber 500 Mbps,Direct Debit,4
CUST-QFQCWV,CUST-AMKBQV,107,2025-09-26,Completed,Fiber 1 Gbps,Direct Debit,2
CUST-PLOSEB,CUST-BGEGKK,136,2025-09-27,Cancelled,Fiber 1 Gbps,PayPal,4
CUST-NWIHBE,CUST-DICYMM,51,2025-09-28,Pending,TV + Internet Bundle,PayPal,3
CUST-GNYIMC,CUST-KANEGW,22,2025-09-29,Cancelled,Fiber 1 Gbps,Direct Debit,4
CUST-MNPKEF,CUST-VYAAJB,133,2025-09-30,Completed,Mobile Unlimited,Credit Card,1
CUST-AFOSQE,CUST-FWLXFS,32,2025-10-01,Completed,VoIP Service,Credit Card,4
CUST-QAOCXA,CUST-WWEDDL,21,2025-10-02,Pending,Fiber 1 Gbps,Direct Debit,3
CUST-PZHQT0,CUST-HCFJGV,135,2025-10-03,Pending,Fiber 1 Gbps,Credit Card,4
CUST-OZOCGZ,CUST-IIXSHB,120,2025-10-04,Pending,VoIP Service,Direct Debit,3
CUST-GVBJMQ,CUST-LLHKLP,66,2025-10-05,Pending,TV + Internet Bundle,Direct Debit,2
CUST-OSGWPN,CUST-FWLXFS,149,2025-10-06,Cancelled,VoIP Service,Direct Debit,1
CUST-LURQDL,CUST-GTAOTB,125,2025-10-07,Pending,VoIP Service,Direct Debit,2
CUST-LFOPSO,CUST-JNUKMM,120,2025-10-08,Completed,Mobile Unlimited,PayPal,1
CUST-ORFXWP,CUST-ROSFWM,36,2025-10-09,Completed,TV + Internet Bundle,PayPal,2
CUST-VSEFUX,CUST-KHUFYA,113,2025-10-10,Cancelled,TV + Internet Bundle,PayPal,4
CUST-YQEZFP,CUST-SGLXKI,61,2025-10-11,Cancelled,TV + Internet Bundle,PayPal,1
CUST-DQUXGM,CUST-MPGQMJ,47,2025-10-12,Cancelled,Mobile Unlimited,PayPal,2
CUST-HCXMCS,CUST-ZQZPBR,61,2025-10-13,Pending,VoIP Service,Credit Card,4
CUST-UAEUCL,CUST-YMRJRL,59,2025-10-14,Cancelled,VoIP Service,Direct Debit,2
CUST-VVBTXS,CUST-KCKQYE,23,2025-10-15,Cancelled,Mobile Unlimited,Direct Debit,3
CUST-UXSFMI,CUST-RYWPQT,45,2025-10-16,Pending,TV + Internet Bundle,Credit Card,1
CUST-LGRPGR,CUST-VRZQZI,80,2025-10-17,Cancelled,VoIP Service,Credit Card,4
CUST-MMGJOB,CUST-SRCUIL,83,2025-10-18,Completed,Mobile Unlimited,PayPal,2
CUST-FMQXKK,CUST-KIPWRP,82,2025-10-19,Completed,Fiber 500 Mbps,PayPal,3
CUST-JYPTSY,CUST-THSYAW,54,2025-10-20,Completed,Mobile Unlimited,PayPal,3
CUST-UYFTRP,CUST-MYHYST,38,2025-10-21,Pending,Fiber 1 Gbps,PayPal,2
CUST-QLCBIL,CUST-LGEKUC,54,2025-10-22,Pending,VoIP Service,Credit Card,1
CUST-TPXRHO,CUST-WPIIDZ,93,2025-10-23,Completed,Fiber 1 Gbps,Direct Debit,3
CUST-WPCTEX,CUST-SVZRPL,88,2025-10-24,Completed,VoIP Service,Direct Debit,1
CUST-HVTNIH,CUST-ZELJWU,106,2025-10-25,Pending,Fiber 1 Gbps,Direct Debit,1
CUST-ZTSMCX,CUST-BDBPAG,75,2025-10-26,Cancelled,Fiber 500 Mbps,Credit Card,3
CUST-YICRTN,CUST-UASKJU,138,2025-10-27,Pending,Fiber 500 Mbps,Credit Card,2
CUST-ICKXEA,CUST-NANNCD,113,2025-10-28,Pending,TV + Internet Bundle,PayPal,2
CUST-PMOQLQ,CUST-QWBXEZ,27,2025-10-29,Completed,Mobile Unlimited,PayPal,4
CUST-MKAWWS,CUST-EQKLUA,92,2025-10-30,Cancelled,Fiber 1 Gbps,Direct Debit,1
CUST-IJDDYH,CUST-LKUZJT,111,2025-10-31,Completed,TV + Internet Bundle,Credit Card,3
CUST-DYEAEV,CUST-XHZIWL,121,2025-11-01,Pending,Fiber 1 Gbps,Direct Debit,1
CUST-NMPIAT,CUST-IIIRYY,49,2025-11-02,Cancelled,VoIP Service,PayPal,4
CUST-WDESCX,CUST-LVKJTS,107,2025-11-03,Cancelled,Mobile Unlimited,Credit Card,3
CUST-ZRAYIC,CUST-OOEKPO,106,2025-11-04,Pending,Fiber 1 Gbps,Direct Debit,1
CUST-KABTOM,CUST-PZGBXB,117,2025-11-05,Completed,Mobile Unlimited,Credit Card,3
CUST-UNPHGE,CUST-ISBGAR,72,2025-11-06,Cancelled,Fiber 500 Mbps,Direct Debit,2
CUST-DUPUDI,CUST-ZMBPFR,63,2025-11-07,Pending,VoIP Service,Credit Card,2
CUST-ODIDQO,CUST-QDCGMD,112,2025-11-08,Cancelled,Fiber 1 Gbps,PayPal,2
CUST-KOAIHR,CUST-UXWZYZ,29,2025-11-09,Cancelled,TV + Internet Bundle,PayPal,3
CUST-QLHYUQ,CUST-QCESUJ,43,2025-11-10,Completed,Mobile Unlimited,Direct Debit,3
CUST-NUQTFR,CUST-DTXMMO,79,2025-11-11,Cancelled,Mobile Unlimited,Direct Debit,2
CUST-UEISLO,CUST-YPMPDM,28,2025-11-12,Completed,Mobile Unlimited,Direct Debit,4
CUST-HZXIWD,CUST-ODKJCE,87,2025-11-13,Completed,Fiber 500 Mbps,Direct Debit,2
CUST-LTSHOG,CUST-SBZJDH,149,2025-11-14,Completed,TV + Internet Bundle,PayPal,4
CUST-DRCQQI,CUST-TKZFVN,72,2025-11-15,Completed,Fiber 500 Mbps,Credit Card,1
CUST-OWTPQR,CUST-WMUPCF,53,2025-11-16,Cancelled,VoIP Service,Direct Debit,4
CUST-YJWZSP,CUST-UWATBM,108,2025-11-17,Completed,Fiber 1 Gbps,Credit Card,1
CUST-PXJHVP,CUST-RPKSUW,64,2025-11-18,Completed,Fiber 1 Gbps,Credit Card,4
CUST-DRXSMB,CUST-XKXLFE,105,2025-11-19,Cancelled,Fiber 500 Mbps,PayPal,3
CUST-MKSSFK,CUST-NANNCD,81,2025-11-20,Cancelled,TV + Internet Bundle,PayPal,2
CUST-QCLDFZ,CUST-XSJAAL,76,2025-11-21,Pending,Mobile Unlimited,Direct Debit,2
CUST-PIPYAK,CUST-DHOOEP,123,2025-11-22,Cancelled,Fiber 500 Mbps,Direct Debit,3
CUST-LJNPXA,CUST-GCWPHU,31,2025-11-23,Pending,Fiber 500 Mbps,Credit Card,4
CUST-MGTBIX,CUST-LLNPCC,80,2025-11-24,Cancelled,Mobile Unlimited,Direct Debit,3
CUST-KWIMTF,CUST-NEVUGZ,84,2025-11-25,Cancelled,VoIP Service,PayPal,4
CUST-NBKOQL,CUST-WMUPCF,91,2025-11-26,Completed,Fiber 500 Mbps,Credit Card,3
CUST-HXCEXT,CUST-XSDDEV,138,2025-11-27,Completed,VoIP Service,Direct Debit,1
CUST-JXTAAV,CUST-GQFWOI,123,2025-11-28,Pending,Fiber 1 Gbps,Credit Card,1
CUST-ECZXQC,CUST-ILFPOV,119,2025-11-29,Completed,TV + Internet Bundle,Direct Debit,2
CUST-QLWRQH,CUST-HCNVCE,109,2025-11-30,Cancelled,Mobile Unlimited,Credit Card,2
CUST-MQOFOD,CUST-NEVUGZ,29,2025-12-01,Cancelled,Fiber 500 Mbps,Credit Card,3
CUST-INIHMI,CUST-VXLDWN,48,2025-12-02,Pending,Fiber 500 Mbps,Direct Debit,1
CUST-GDVTQL,CUST-LVKJTS,104,2025-12-03,Pending,VoIP Service,Direct Debit,3
CUST-HPPMSD,CUST-DGYZFL,132,2025-12-04,Completed,Fiber 1 Gbps,Direct Debit,3
CUST-UULEGF,CUST-VXUZWJ,64,2025-12-05,Completed,Fiber 1 Gbps,Credit Card,2
CUST-ZMPNQX,CUST-PFSMEZ,142,2025-12-06,Pending,Mobile Unlimited,Credit Card,3
CUST-YXBHTW,CUST-YPMPDM,76,2025-12-07,Completed,TV + Internet Bundle,Credit Card,1
CUST-QJPEQK,CUST-DGYZFL,101,2025-12-08,Cancelled,VoIP Service,Direct Debit,3
CUST-CRGCZX,CUST-HAFUDN,119,2025-12-09,Completed,Mobile Unlimited,Credit Card,2
CUST-EPDMVT,CUST-CQYRMJ,142,2025-12-10,Cancelled,Fiber 500 Mbps,Credit Card,1
CUST-CLNXNK,CUST-UHMZOE,22,2025-12-11,Completed,Fiber 1 Gbps,Direct Debit,4
CUST-ESEDCI,CUST-LVKJTS,56,2025-12-12,Completed,VoIP Service,Credit Card,2
CUST-AHPDGG,CUST-YVRSVC,95,2025-12-13,Completed,Fiber 500 Mbps,Direct Debit,4
CUST-RKDHVD,CUST-FWYGPK,100,2025-12-14,Pending,TV + Internet Bundle,PayPal,1
CUST-FBKLHU,CUST-TXHODE,50,2025-12-15,Pending,Fiber 500 Mbps,Credit Card,3
CUST-GHWWEZ,CUST-NAHFVZ,126,2025-12-16,Cancelled,Fiber 500 Mbps,Credit Card,4
CUST-JASIBH,CUST-NRBIXS,132,2025-12-17,Completed,VoIP Service,PayPal,3
CUST-BRUNWL,CUST-YPD0A0,144,2025-12-18,Completed,VoIP Service,Direct Debit,3
CUST-UMXUUK,CUST-XWBVKL,139,2025-12-19,Cancelled,VoIP Service,Direct Debit,2
CUST-KDBJGM,CUST-PKJHHR,135,2025-12-20,Pending,Fiber 500 Mbps,Direct Debit,1
CUST-MDYFXR,CUST-TRMNQN,46,2025-12-21,Pending,Fiber 500 Mbps,Direct Debit,1
CUST-ZOAAZF,CUST-OUJYUT,124,2025-12-22,Cancelled,Fiber 1 Gbps,Credit Card,1
CUST-DNPKAA,CUST-GDNVQW,131,2025-12-23,Pending,Mobile Unlimited,Direct Debit,4
CUST-STFXJR,CUST-PBYTWS,61,2025-12-24,Pending,Fiber 500 Mbps,Credit Card,1
CUST-RUXGEP,CUST-PZDYIP,80,2025-12-25,Completed,VoIP Service,Credit Card,3
CUST-JWPUFY,CUST-XKXLFE,55,2025-12-26,Cancelled,VoIP Service,PayPal,3
CUST-OFLACD,CUST-XOHLVD,34,2025-12-27,Cancelled,Fiber 1 Gbps,Credit Card,2
CUST-QDILUD,CUST-RCXLSW,105,2025-12-28,Completed,Fiber 500 Mbps,PayPal,1
CUST-FHFWIH,CUST-QNSNOK,84,2025-12-29,Completed,Mobile Unlimited,PayPal,2
CUST-MT0PMJ,CUST-ODKJCE,26,2025-12-30,Completed,VoIP Service,PayPal,4
CUST-WCPNBE,CUST-VHGQYQ,91,2025-12-31,Completed,TV + Internet Bundle,Direct Debit,1
CUST-BJVWBF,CUST-HQBOSX,20,2026-01-01,Completed,TV + Internet Bundle,Credit Card,3
CUST-XIEUYK,CUST-YEDYUG,73,2026-01-02,Pending,Mobile Unlimited,Credit Card,3
CUST-ENSHSB,CUST-RJLPNI,52,2026-01-03,Completed,Mobile Unlimited,Direct Debit,1
CUST-TEIMTG,CUST-LLYVGI,100,2026-01-04,Completed,Fiber 1 Gbps,Direct Debit,4
CUST-KFVIQC,CUST-MGGOBL,51,2026-01-05,Pending,Mobile Unlimited,PayPal,4
CUST-YDPXQY,CUST-RCXLSW,122,2026-01-06,Completed,Fiber 500 Mbps,Direct Debit,1
CUST-LKBOGE,CUST-OILAIL,30,2026-01-07,Pending,Mobile Unlimited,Credit Card,3
CUST-MCIJZB,CUST-ZZTIIZ,142,2026-01-08,Pending,Mobile Unlimited,Credit Card,1
CUST-FVWRHN,CUST-JBXUJU,44,2026-01-09,Completed,Fiber 1 Gbps,Direct Debit,4
CUST-NYRCVQ,CUST-WWYGFY,46,2026-01-10,Cancelled,VoIP Service,Credit Card,3
CUST-UKBPYR,CUST-N0U0PZ,119,2026-01-11,Cancelled,VoIP Service,Direct Debit,3
CUST-ESSUHD,CUST-FWLXFS,74,2026-01-12,Completed,Mobile Unlimited,Direct Debit,2
CUST-ZXYKVU,CUST-MFVDKL,65,2026-01-13,Pending,VoIP Service,Credit Card,2
CUST-UVWBLL,CUST-HFOUOI,147,2026-01-14,Cancelled,TV + Internet Bundle,Credit Card,3
CUST-UMCEVT,CUST-UDZBRN,83,2026-01-15,Completed,TV + Internet Bundle,Credit Card,1
CUST-XDJNYV,CUST-QXQMUP,126,2026-01-16,Completed,VoIP Service,PayPal,2
CUST-FYUVMN,CUST-YOXXWE,42,2026-01-17,Completed,Fiber 500 Mbps,Direct Debit,2
CUST-IONPPK,CUST-LUNGKE,87,2026-01-18,Cancelled,Fiber 500 Mbps,PayPal,2
CUST-JKOIJN,CUST-PSNQAF,130,2026-01-19,Completed,Mobile Unlimited,Credit Card,4
CUST-RQRVHU,CUST-ITUGIR,146,2026-01-20,Pending,VoIP Service,Credit Card,3
CUST-DBXJWT,CUST-DICYMM,146,2026-01-21,Cancelled,Fiber 1 Gbps,PayPal,3
CUST-MJVMKX,CUST-NAWWUX,26,2026-01-22,Completed,Mobile Unlimited,PayPal,2
CUST-IKAXKQ,CUST-KDYFRH,65,2026-01-23,Completed,Fiber 1 Gbps,PayPal,1
CUST-KCNUTK,CUST-DICYMM,69,2026-01-24,Cancelled,TV + Internet Bundle,Direct Debit,4
CUST-ODJCOV,CUST-TFYDJK,71,2026-01-25,Cancelled,VoIP Service,PayPal,3
CUST-LNCIER,CUST-KODHFY,41,2026-01-26,Cancelled,VoIP Service,Credit Card,2
CUST-RGDDTT,CUST-SAUQNR,119,2026-01-27,Completed,Fiber 1 Gbps,Credit Card,1
CUST-CXMOWN,CUST-GUEGXB,51,2026-01-28,Completed,Fiber 1 Gbps,Credit Card,2
CUST-DBBZZO,CUST-BNFQTK,52,2026-01-29,Pending,Fiber 1 Gbps,PayPal,3
CUST-JBLBZZ,CUST-N0U0PZ,50,2026-01-30,Cancelled,Mobile Unlimited,Direct Debit,2
CUST-ZUAOBS,CUST-DNVFKA,40,2026-01-31,Cancelled,Fiber 500 Mbps,Direct Debit,2
CUST-YEFDVT,CUST-XKDTLI,57,2026-02-01,Pending,Fiber 1 Gbps,Credit Card,1
CUST-IKANTJ,CUST-0ZCJGS,84,2026-02-02,Completed,Fiber 500 Mbps,Credit Card,1
CUST-HHXMWQ,CUST-PHAQMD,62,2026-02-03,Cancelled,Fiber 1 Gbps,PayPal,4
CUST-PVGXVP,CUST-MQFIYA,147,2026-02-04,Cancelled,Fiber 1 Gbps,PayPal,3
CUST-NJZUSQ,CUST-HELWOU,60,2026-02-05,Cancelled,VoIP Service,Credit Card,2
CUST-CKOMHP,CUST-AVTXAG,65,2026-02-06,Pending,VoIP Service,Credit Card,3
CUST-GVJDVA,CUST-GOZBZA,99,2026-02-07,Pending,Fiber 500 Mbps,Credit Card,1
CUST-VJBNTA,CUST-AEAJZH,135,2026-02-08,Cancelled,Mobile Unlimited,Credit Card,2
CUST-VONYPC,CUST-ALLCPB,50,2026-02-09,Cancelled,Fiber 1 Gbps,Credit Card,3
